Index,llm_difficulty
0,0.5129318190203958
1,0.9361677372964935
2,0.6544630977951642
3,0.23887956637861762
4,0.5475252256558727
5,0.38197021773676354
6,0.7847195223998683
7,0.7739959681354455
8,0.7454858360732857
9,0.1783038329546316
10,0.324309574001029
11,0.4708409089655612
12,0.6188576197387825
13,0.31897278064865164
14,0.11892534268663335
15,0.4250713137076668
16,0.3675019922446331
17,0.6930584390189873
18,0.5493224770999192
19,0.08738484584138051
20,0.07322655907571674
21,0.08892250383688205
22,0.29795209808761747
23,0.2953989566055789
24,0.13802533426388186
25,0.21324903592281175
26,0.7342886261401913
27,0.32165079315561484
28,0.4224907734303013
29,0.1084700138281609
30,0.031150349688357948
31,0.692360918652482
32,0.4926691041438832
33,0.22601218460328842
34,0.7005692241609405
35,0.07928023726638689
36,0.27419693223621644
37,0.7247772896403557
38,0.15636134292703951
39,0.5386819313931115
40,0.8275148620999352
41,0.5920123696847406
42,0.7256952206926544
43,0.39786860081303355
44,0.44466113047525113
45,0.08769107142270582
46,0.22825444219950608
47,0.14257487246822798
48,0.8879741341644153
49,0.4205250187784585
50,0.7598675222097032
51,0.5007791546172626
52,0.7825320377776807
53,0.22919300443378277
54,0.27750602626958576
55,0.5346971429233265
56,0.38152061100384327
57,0.17949821639659846
58,0.4567081966692993
59,0.2730646313038153
60,0.13982979672591078
61,0.08258092721389676
62,0.7400932820837915
63,0.28149711504718955
64,0.05193786307278592
65,0.3654824889131887
66,0.3478344862928361
67,0.07438165826869747
68,0.5421686859075681
69,0.7363721432548813
70,0.1096502711858478
71,0.4333274602769558
72,0.33850691853817294
73,0.42439607584611405
74,0.10179763201214176
75,0.7653619124383003
76,0.13924727820149008
77,0.5007760727555375
78,0.13334405782170766
79,0.8409205645533638
80,0.586617692708076
81,0.316317686711839
82,0.11637987863892951
83,0.4054805924803174
84,0.5179906352793737
85,0.2570933977003055
86,0.7299692305208527
87,0.2844965648223289
88,0.4608634750657522
89,0.05990340937216365
90,0.04178031668657356
91,0.18496283088547194
92,0.10517016858031047
93,0.44081237491366776
94,0.4096581950858956
95,0.22611163446246219
96,0.0532375241158638
97,0.5408758588170226
98,0.5843471542109644
99,0.3027699294749323
100,0.7956609852810477
101,0.1423490656801899
102,0.06536645105413375
103,0.26632158373297365
104,0.5192231152304732
105,0.7718551050535843
106,0.10149011232320648
107,0.9245966348105807
108,0.13433345539094488
109,0.7470225309279476
110,0.24800752122334557
111,0.5979762651717144
112,0.2978332386398618
113,0.7710599174514264
114,0.07086183567099447
115,0.6584861339092303
116,0.4359848816779315
117,0.08025247046440731
118,0.7808629734867252
119,0.936538870887029
120,0.9458481248986421
121,0.8341514984640958
122,0.7703691637955249
123,0.069400900360852
124,0.515260603440499
125,0.2986517002716691
126,0.7433143627923717
127,0.3379483014393643
128,0.8835886561797062
129,0.3856306583557739
130,0.4842407353351811
131,0.5927873237414256
132,0.966895268914461
133,0.5631149125710249
134,0.7821872761049193
135,0.3743475115883471
136,0.04543462332550796
137,0.6394143669385053
138,0.12569942063382833
139,0.48027877343143976
140,0.8228761678946812
141,0.1382942539048041
142,0.04039504078686473
143,0.17500547811151412
144,0.6501485172177079
145,0.3945372957326142
146,0.37021549412292787
147,0.0752720470328806
148,0.6129012977855892
149,0.15442798054233897
150,0.301221312934032
151,0.9003528496416783
152,0.20211557054410323
153,0.36290110141772114
154,0.5697458045348733
155,0.7319215647333077
156,0.19023612888424568
157,0.25723519671131057
158,0.7460689432478624
159,0.16461557389917036
160,0.7229339050843204
161,0.28278829832446395
162,0.13802444403688974
163,0.026441154045755977
164,0.785082897893689
165,0.14415319598201404
166,0.07004959434107116
167,0.2266087132703326
168,0.3295092222704037
169,0.026981925211806868
170,0.44865457143430787
171,0.33639501871109
172,0.9503237792515015
173,0.7896904651474063
174,0.22512573653543377
175,0.7282233369471377
176,0.23111093511005765
177,0.08125646560865596
178,0.09919236560038991
179,0.7768959663884778
180,0.21542466792685222
181,0.5609040056969601
182,0.6905745358272819
183,0.48584583690465033
184,0.34504592352600894
185,0.46595844350695403
186,0.7091915079398362
187,0.8954363244908528
188,0.8074971789313654
189,0.08762521379546817
190,0.08010546082602221
191,0.3218955785311671
192,0.7081716652642442
193,0.16384673381683967
194,0.04806541390570285
195,0.19815519230524925
196,0.48670143138669797
197,0.6112355127432345
198,0.0936041389318536
199,0.5289548821850445
200,0.5183208289588637
201,0.2852611081592408
202,0.9731243151961724
203,0.5093488383378306
204,0.4232219493846596
205,0.174971451263905
206,0.09549411153828835
207,0.18761284721263027
208,0.48933797037510773
209,0.0947127870267207
210,0.3630202954636449
211,0.5899126662571035
212,0.05582151439111749
213,0.9409736598017256
214,0.42123755398355733
215,0.5225764858359292
